,country,industry,marketcap,price,sector,avgvol
2932,Luxembourg,Diversified Communication Services,404,3.39,Technology,740
143,USA,Diversified Machinery,2545,45.22,Industrial Goods,730
272,USA,Medical Appliances & Equipment,3934,41.1,Healthcare,730
628,USA,REIT - Healthcare Facilities,3998,32.12,Financial,730
731,Canada,Business Services,3207,29.93,Services,730
761,USA,Computer Peripherals,1394,29.53,Technology,730
1374,Brazil,Wireless Communications,9601,19.31,Technology,730
1395,USA,Oil & Gas Equipment & Services,2125,19.01,Basic Materials,730
1478,UnitedKingdom,Diversified Communication Services,36291,18.22,Technology,730
2473,USA,Marketing Services,474,6.86,Services,730
2553,USA,REIT - Retail,558,6.08,Financial,730
3218,USA,Medical Appliances & Equipment,111,1.91,Healthcare,730
3426,USA,Drugs - Generic,50,1.08,Healthcare,730
3437,USA,Biotechnology,104,1.04,Healthcare,730
63,USA,Regional - Mid-Atlantic Banks,5779,47.94,Financial,720
562,USA,Rental & Leasing Services,3929,33.74,Services,720
918,USA,Aerospace/Defense Products & Services,1399,26.5,Industrial Goods,720
1009,USA,Health Care Plans,434,24.95,Healthcare,720
1688,Bermuda,Shipping,1431,15.5,Services,720
1800,USA,Diversified Communication Services,1306,14.1,Technology,720
2227,Bermuda,Shipping,809,9.32,Services,720
2555,USA,Diversified Machinery,257,6.07,Industrial Goods,720
9,USA,Application Software,3406,49.54,Technology,710
258,USA,Scientific & Technical Instruments,7840,41.6,Technology,710
516,USA,Property Management,4068,34.73,Financial,710
705,USA,Entertainment - Diversified,2543,30.58,Services,710
1445,China,Asset Management,609,18.49,Financial,710
1674,USA,Semiconductor - Broad Line,1153,15.65,Technology,710
1782,USA,Trucking,470,14.38,Services,710
2332,USA,Biotechnology,302,8.35,Healthcare,710
2743,USA,Drug Delivery,142,4.4,Healthcare,710
3199,USA,Medical Laboratories & Research,23,2.03,Healthcare,710
92,USA,Diversified Utilities,8089,46.95,Utilities,700
214,USA,REIT - Office,6323,43.01,Financial,700
274,USA,REIT - Diversified,6889,41.06,Financial,700
595,USA,REIT - Retail,4278,32.87,Financial,700
1074,USA,REIT - Healthcare Facilities,2925,23.6,Financial,700
1118,USA,REIT - Office,2761,22.95,Financial,700
1284,USA,REIT - Diversified,3277,20.53,Financial,700
1356,USA,REIT - Retail,1639,19.6,Financial,700
1700,USA,Independent Oil & Gas,5300,15.37,Basic Materials,700
1711,USA,Real Estate Development,1590,15.23,Financial,700
2396,UnitedKingdom,Foreign Money Center Banks,45095,7.64,Financial,700
2817,China,Application Software,399,4.02,Technology,700
3582,USA,Drug Delivery,24,0.2,Healthcare,700
62,USA,Personal Products,2900,47.98,Consumer Goods,690
157,USA,REIT - Office,3929,44.73,Financial,690
434,USA,Textile - Apparel Clothing,1815,36.89,Consumer Goods,690
445,USA,Semiconductor - Broad Line,1564,36.6,Technology,690
592,USA,Diversified Electronics,2388,33,Technology,690
728,USA,Auto Dealerships,3178,29.98,Services,690
1272,USA,Regional - Pacific Banks,1040,20.65,Financial,690
1585,USA,Biotechnology,544,16.79,Healthcare,690
2367,China,Information Technology Services,914,7.98,Technology,690
2734,USA,Technical & System Software,223,4.49,Technology,690
3082,China,Nonmetallic Mineral Mining,75,2.58,Basic Materials,690
3413,USA,Aerospace/Defense - Major Diversified,11,1.12,Industrial Goods,690
56,USA,Rental & Leasing Services,4927,48.09,Services,680
132,USA,Drug Delivery,943,45.5,Healthcare,680
217,USA,Trucks & Other Vehicles,4211,42.88,Consumer Goods,680
294,USA,Diversified Utilities,3250,40.45,Utilities,680
316,USA,Regional - Pacific Banks,1863,40,Financial,680
446,USA,Specialized Health Services,1449,36.55,Healthcare,680
1605,USA,Application Software,1120,16.6,Technology,680
2116,USA,Drugs - Generic,295,10.2,Healthcare,680
2494,China,Auto Manufacturers - Major,135,6.72,Consumer Goods,680
2688,Singapore,Closed-End Fund - Debt,1231,4.88,Financial,680
2845,USA,Application Software,380,3.9,Technology,680
2895,USA,Biotechnology,194,3.63,Healthcare,680
3256,USA,Biotechnology,22,1.74,Healthcare,680
3559,USA,Independent Oil & Gas,19,0.33,Basic Materials,680
3588,USA,Biotechnology,19,0.18,Healthcare,680
60,Canada,Telecom Services - Domestic,43229,48.01,Technology,670
207,USA,Specialty Eateries,1637,43.2,Services,670
681,USA,Biotechnology,2341,31.18,Healthcare,670
812,USA,Trucking,4954,28.56,Services,670
1323,USA,Drugs - Generic,1343,20.07,Healthcare,670
2403,China,Diversified Machinery,21,7.58,Industrial Goods,670
2939,USA,Drugs - Generic,108,3.34,Healthcare,670
3484,Canada,Oil & Gas Drilling & Exploration,440,0.79,Basic Materials,670
3606,USA,Healthcare Information Services,1,0.03,Technology,670
344,USA,General Building Materials,4136,39.37,Industrial Goods,660
778,USA,REIT - Hotel/Motel,7336,29.15,Financial,660
1829,USA,REIT - Healthcare Facilities,1313,13.81,Financial,660
2102,Luxembourg,Farm Products,1249,10.34,Consumer Goods,660
2123,USA,Diversified Communication Services,751,10.18,Technology,660
2214,USA,Credit Services,456,9.49,Financial,660
2241,USA,Biotechnology,386,9.2,Healthcare,660
2281,Canada,Industrial Metals & Minerals,2300,8.8,Basic Materials,660
2630,USA,Biotechnology,171,5.45,Healthcare,660
2781,USA,Medical Appliances & Equipment,233,4.17,Healthcare,660
2977,USA,Biotechnology,113,3.12,Healthcare,660
3496,USA,Medical Laboratories & Research,22,0.69,Healthcare,660
4,USA,Personal Services,1637,49.75,Services,650
201,China,Internet Information Providers,1713,43.35,Technology,650
510,USA,REIT - Residential,2637,34.92,Financial,650
1185,USA,Biotechnology,641,21.92,Healthcare,650
1294,USA,Chemicals - Major Diversified,1060,20.45,Basic Materials,650
1387,USA,Diversified Machinery,1328,19.14,Industrial Goods,650
1439,USA,Business Services,872,18.52,Services,650
1701,Canada,Gold,3189,15.36,Basic Materials,650
2406,USA,REIT - Diversified,622,7.56,Financial,650
2590,Greece,Shipping,644,5.77,Services,650
3519,USA,Biotechnology,23,0.57,Healthcare,650
3573,USA,Biotechnology,12,0.26,Healthcare,650
378,UnitedKingdom,Asset Management,7636,38.26,Financial,640
970,USA,Medical Instruments & Supplies,891,25.65,Healthcare,640
1139,USA,Communication Equipment,494,22.53,Technology,640
1636,USA,Industrial Metals & Minerals,2806,16.2,Basic Materials,640
1717,USA,Business Equipment,1764,15.2,Consumer Goods,640
2380,USA,Apparel Stores,340,7.8,Services,640
2640,USA,Medical Instruments & Supplies,448,5.35,Healthcare,640
2991,USA,Oil & Gas Drilling & Exploration,242,3.05,Basic Materials,640
3135,Monaco,Shipping,358,2.36,Services,640
3459,Canada,Biotechnology,14,0.94,Healthcare,640
69,USA,Packaging & Containers,4313,47.79,Consumer Goods,630
182,China,Credit Services,2669,43.97,Financial,630
507,UnitedKingdom,Medical Appliances & Equipment,15030,35.01,Healthcare,630
669,USA,Internet Information Providers,2574,31.32,Technology,630
700,USA,Life Insurance,2745,30.73,Financial,630
753,USA,Application Software,1514,29.68,Technology,630
1520,USA,REIT - Residential,771,17.74,Financial,630
1643,USA,REIT - Diversified,1058,16.07,Financial,630
2426,Monaco,Shipping,633,7.4,Services,630
2503,USA,Sporting Goods,283,6.61,Consumer Goods,630
2622,USA,REIT - Diversified,359,5.53,Financial,630
2773,USA,Biotechnology,93,4.24,Healthcare,630
3387,USA,Beverages - Wineries & Distillers,206,1.22,Consumer Goods,630
3462,USA,Business Services,8,0.9,Services,630
30,USA,Home Improvement Stores,4647,48.68,Services,620
79,USA,Biotechnology,3713,47.4,Healthcare,620
426,USA,REIT - Hotel/Motel,2590,37.17,Financial,620
492,USA,Rubber & Plastics,1833,35.35,Consumer Goods,620
662,USA,Independent Oil & Gas,683,31.47,Basic Materials,620
1055,USA,Technical & System Software,992,23.97,Technology,620
1146,USA,Cigarettes,3022,22.38,Consumer Goods,620
1470,USA,Investment Brokerage - National,3463,18.3,Financial,620
2297,USA,REIT - Residential,844,8.65,Financial,620
2729,USA,Internet Service Providers,26,4.52,Technology,620
515,USA,Regional - Mid-Atlantic Banks,3690,34.75,Financial,610
983,USA,General Building Materials,1683,25.3,Industrial Goods,610
1209,USA,REIT - Office,1927,21.56,Financial,610
1304,USA,Entertainment - Diversified,1543,20.25,Services,610
12,Canada,Paper & Paper Products,3112,49.52,Consumer Goods,600
23,USA,Machine Tools & Accessories,3843,49.15,Industrial Goods,600
257,USA,Technical & System Software,5439,41.63,Technology,600
1049,USA,Regional - Midwest Banks,2490,24.01,Financial,600
1069,USA,Apparel Stores,1158,23.75,Services,600
1438,USA,REIT - Office,1785,18.54,Financial,600
1518,USA,Restaurants,1478,17.76,Services,600
2090,Canada,Printed Circuit Boards,1502,10.48,Technology,600
2135,USA,REIT - Residential,844,10.09,Financial,600
2325,USA,Application Software,1227,8.4,Technology,600
2427,USA,Industrial Equipment Wholesale,716,7.4,Services,600
2804,Greece,Shipping,426,4.07,Services,600
2875,Canada,Biotechnology,195,3.73,Healthcare,600
3392,Monaco,Shipping,143,1.2,Services,600
3411,USA,Medical Appliances & Equipment,17,1.13,Healthcare,600
3500,Canada,Biotechnology,34,0.66,Healthcare,600
543,Japan,Auto Manufacturers - Major,61814,34.08,Consumer Goods,590
1375,USA,General Building Materials,1325,19.3,Industrial Goods,590
1606,USA,Biotechnology,428,16.6,Healthcare,590
2145,USA,Investment Brokerage - National,456,10,Financial,590
2296,USA,Industrial Metals & Minerals,354,8.66,Basic Materials,590
2748,USA,"Specialty Retail, Other",107,4.4,Services,590
3130,Canada,Biotechnology,43,2.36,Healthcare,590
3208,Israel,Communication Equipment,157,1.98,Technology,590
3227,USA,Application Software,96,1.87,Technology,590
3265,USA,Biotechnology,36,1.7,Healthcare,590
3520,USA,Drug Manufacturers - Major,10,0.57,Healthcare,590
3568,Canada,Industrial Metals & Minerals,46,0.3,Basic Materials,590
58,USA,Oil & Gas Pipelines,7213,48.09,Basic Materials,580
851,USA,Wireless Communications,3033,27.8,Technology,580
1178,USA,Processed & Packaged Goods,495,22,Consumer Goods,580
1227,USA,REIT - Office,938,21.34,Financial,580
3005,USA,Biotechnology,167,2.95,Healthcare,580
3137,USA,Medical Instruments & Supplies,25,2.36,Healthcare,580
65,USA,Medical Instruments & Supplies,3743,47.86,Healthcare,570
333,USA,Broadcasting - Radio,22236,39.66,Services,570
395,USA,Biotechnology,1823,37.82,Healthcare,570
482,USA,Electronics Stores,1086,35.55,Services,570
564,USA,Semiconductor- Memory Chips,731,33.7,Technology,570
608,USA,Recreational Vehicles,2086,32.53,Consumer Goods,570
734,USA,Savings & Loans,1928,29.9,Financial,570
743,USA,Diversified Electronics,772,29.76,Technology,570
871,USA,Property Management,2290,27.36,Financial,570
965,USA,REIT - Residential,1081,25.72,Financial,570
1030,USA,Semiconductor Equipment & Materials,1208,24.4,Technology,570
1843,USA,Education & Training Services,2580,13.56,Services,570
2435,USA,Research Services,213,7.34,Services,570
103,USA,Business Services,10235,46.53,Services,560
244,USA,Education & Training Services,2612,42.05,Services,560
289,Bermuda,Property & Casualty Insurance,2409,40.6,Financial,560
493,USA,Application Software,2081,35.33,Technology,560
560,USA,Entertainment - Diversified,6879,33.81,Services,560
831,USA,Oil & Gas Refining & Marketing,1899,28.14,Basic Materials,560
1048,China,Semiconductor - Specialized,769,24.05,Technology,560
1411,USA,Electric Utilities,1224,18.9,Utilities,560
1752,USA,REIT - Retail,1160,14.73,Financial,560
1864,USA,Independent Oil & Gas,1177,13.39,Basic Materials,560
2091,USA,Internet Software & Services,4972,10.46,Technology,560
2362,Mexico,Major Airlines,725,8.02,Services,560
2447,USA,Oil & Gas Equipment & Services,221,7.19,Basic Materials,560
2468,USA,Semiconductor - Specialized,270,6.95,Technology,560
3219,France,Semiconductor - Integrated Circuits,153,1.91,Technology,560
3283,USA,Diversified Electronics,135,1.63,Technology,560
3371,Canada,Silver,223,1.29,Basic Materials,560
355,USA,Restaurants,1164,38.98,Services,550
398,USA,Application Software,1874,37.75,Technology,550
573,USA,Oil & Gas Equipment & Services,2123,33.47,Basic Materials,550
663,USA,Regional - Southeast Banks,2863,31.45,Financial,550
733,USA,Medical Laboratories & Research,1001,29.9,Healthcare,550
1126,Canada,CATV Systems,11401,22.83,Services,550
1773,USA,Biotechnology,795,14.48,Healthcare,550
2310,USA,Grocery Stores,622,8.55,Services,550
3535,USA,Biotechnology,13,0.49,Healthcare,550
98,USA,Textile - Apparel Footwear & Accessories,2722,46.7,Consumer Goods,540
112,USA,Oil & Gas Equipment & Services,9977,46.19,Basic Materials,540
167,USA,Medical Appliances & Equipment,2356,44.41,Healthcare,540
468,Ireland,Cement,30114,36.09,Industrial Goods,540
544,Israel,Semiconductor - Integrated Circuits,3199,34.08,Technology,540
937,USA,Medical Laboratories & Research,1484,26.2,Healthcare,540
1022,France,Diagnostic Substances,608,24.6,Healthcare,540
1038,USA,Medical Appliances & Equipment,1615,24.23,Healthcare,540
1062,USA,Semiconductor - Specialized,1587,23.92,Technology,540
1077,USA,Specialty Chemicals,1979,23.59,Basic Materials,540
1122,Spain,Biotechnology,16058,22.92,Healthcare,540
1718,USA,Biotechnology,672,15.2,Healthcare,540
1818,USA,Sporting Activities,8407,13.9,Services,540
1933,USA,Drugs - Generic,169,12.52,Healthcare,540
1954,USA,Office Supplies,1300,12.2,Consumer Goods,540
1968,USA,Internet Software & Services,1107,12.03,Technology,540
2280,USA,Biotechnology,508,8.8,Healthcare,540
2533,USA,Drugs - Generic,324,6.3,Healthcare,540
2631,USA,REIT - Diversified,536,5.44,Financial,540
2723,Bermuda,Shipping,785,4.59,Services,540
2778,USA,Communication Equipment,354,4.2,Technology,540
3344,Israel,Biotechnology,154,1.38,Healthcare,540
3490,USA,Agricultural Chemicals,12,0.72,Basic Materials,540
72,USA,Oil & Gas Equipment & Services,1827,47.7,Basic Materials,530
349,USA,Water Utilities,6970,39.23,Utilities,530
533,USA,Medical Laboratories & Research,5350,34.32,Healthcare,530
707,USA,REIT - Office,3780,30.51,Financial,530
729,USA,Oil & Gas Pipelines,2796,29.95,Basic Materials,530
840,USA,Trucking,754,28,Services,530
974,Luxembourg,Specialty Chemicals,1501,25.6,Basic Materials,530
984,USA,Application Software,1504,25.27,Technology,530
1207,USA,REIT - Hotel/Motel,2304,21.59,Financial,530
1441,USA,Mortgage Investment,1799,18.5,Financial,530
1741,USA,Business Services,449,14.9,Services,530
2236,Belgium,Shipping,1463,9.25,Services,530
3204,USA,Biotechnology,65,2.02,Healthcare,530
3386,USA,Synthetics,15,1.22,Basic Materials,530
3570,USA,Agricultural Chemicals,13,0.28,Basic Materials,530
320,USA,"Lumber, Wood Production",1553,39.9,Industrial Goods,520
478,Canada,Application Software,9456,35.67,Technology,520
541,USA,Semiconductor - Integrated Circuits,2247,34.2,Technology,520
609,USA,Apparel Stores,643,32.5,Services,520
640,USA,Residential Construction,1812,31.88,Industrial Goods,520
875,USA,REIT - Industrial,2577,27.33,Financial,520
1035,Singapore,Semiconductor Equipment & Materials,1719,24.33,Technology,520
1116,USA,Information Technology Services,1920,22.99,Technology,520
1241,USA,Oil & Gas Drilling & Exploration,759,21.07,Basic Materials,520
1462,USA,Independent Oil & Gas,1860,18.41,Basic Materials,520
1531,USA,Paper & Paper Products,607,17.57,Consumer Goods,520
2026,USA,REIT - Diversified,897,11.3,Financial,520
2178,USA,Technical & System Software,529,9.75,Technology,520
2414,USA,Biotechnology,582,7.5,Healthcare,520
3115,USA,Independent Oil & Gas,647,2.4,Basic Materials,520
3,USA,Hospitals,1947,49.8,Healthcare,510
462,Canada,Oil & Gas Pipelines,14581,36.18,Basic Materials,510
786,USA,Oil & Gas Pipelines,5340,29.04,Basic Materials,510
1389,USA,Auto Dealerships,2536,19.12,Services,510
1610,USA,Oil & Gas Refining & Marketing,2435,16.55,Basic Materials,510
1955,USA,Credit Services,667,12.2,Financial,510
2397,Brazil,Electric Utilities,1934,7.63,Utilities,510
2422,China,Semiconductor - Specialized,359,7.46,Technology,510
2902,Bermuda,Shipping,505,3.59,Services,510
3152,USA,Entertainment - Diversified,213,2.29,Services,510
3446,USA,Biotechnology,10,1.01,Healthcare,510
21,USA,General Building Materials,2374,49.25,Industrial Goods,500
250,USA,Resorts & Casinos,4171,41.95,Services,500
266,Israel,Business Software & Services,1450,41.39,Technology,500
418,USA,Rental & Leasing Services,3130,37.45,Services,500
736,USA,REIT - Retail,4888,29.85,Financial,500
976,USA,REIT - Diversified,2867,25.49,Financial,500
1138,China,Data Storage Devices,2666,22.53,Technology,500
1475,USA,Biotechnology,450,18.25,Healthcare,500
1590,UnitedKingdom,Asset Management,1840,16.75,Financial,500
1972,USA,Nonmetallic Mineral Mining,771,11.99,Basic Materials,500
2030,Greece,Shipping,731,11.26,Services,500
2194,USA,"Movie Production, Theaters",613,9.65,Services,500
2364,USA,Biotechnology,603,8,Healthcare,500
2390,USA,Communication Equipment,555,7.72,Technology,500
2667,USA,Beverages - Soft Drinks,58,5.1,Consumer Goods,500
3241,USA,Business Services,34,1.8,Services,500
3550,USA,Biotechnology,14,0.38,Healthcare,500
46,USA,Application Software,3764,48.4,Technology,490
180,USA,Steel & Iron,2811,44.06,Basic Materials,490
391,USA,Chemicals - Major Diversified,4134,37.85,Basic Materials,490
475,USA,Biotechnology,1152,35.75,Healthcare,490
717,USA,Asset Management,1971,30.3,Financial,490
849,USA,Biotechnology,1196,27.81,Healthcare,490
1583,USA,Medical Appliances & Equipment,554,16.85,Healthcare,490
1679,China,Life Insurance,123427,15.61,Financial,490
1734,USA,Healthcare Information Services,2196,15,Technology,490
1859,USA,Savings & Loans,1862,13.41,Financial,490
1925,USA,Biotechnology,831,12.55,Healthcare,490
2208,USA,Restaurants,246,9.55,Services,490
2308,China,Semiconductor - Integrated Circuits,8037,8.56,Technology,490
3002,USA,Independent Oil & Gas,270,2.96,Basic Materials,490
3041,USA,Shipping,199,2.74,Services,490
3053,USA,Drugs - Generic,174,2.69,Healthcare,490
3182,USA,Waste Management,60,2.13,Industrial Goods,490
